casenum,prognum,Trial,Condition,juicerecord,juiceYN,EXpectedPicduration,ExpectedITIpostpic,ExpectedITIpostjuice,ExpectedTrialTIme,Value,Code,rename1,Subject,RunList,volumeSTART,volumeEND,rename2,eventtocode
17753,17953,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-09,6,1506,1507,ero,Event
17754,17954,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-09,6,1508,1509,mut,Event
17755,17955,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-09,6,1510,1511,neu,Event
17756,17956,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-09,6,1512,1513,checks,Event
17757,17957,1,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-10,1,1514,1515,food+N,Event
17758,17958,2,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-10,1,1516,1517,juiceN,Event
17759,17959,3,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-10,1,1518,1519,food+Y,Event
17760,17960,4,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-10,1,1520,1521,juiceY,Event
17761,17961,5,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-10,1,1522,1523,food+N,Event
17762,17962,6,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-10,1,1524,1525,juiceN,Event
17763,17963,7,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-10,1,1526,1527,food+N,Event
17764,17964,8,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-10,1,1528,1529,juiceN,Event
17765,17965,9,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-10,1,1530,1531,food+N,Event
17766,17966,10,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-10,1,1532,1533,juiceN,Event
17767,17967,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-10,1,1534,1535,ero,Event
17768,17968,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-10,1,1536,1537,mut,Event
17769,17969,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-10,1,1538,1539,neu,Event
17770,17970,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-10,1,1540,1541,checks,Event
17771,17971,1,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-10,2,1542,1543,food+Y,Event
17772,17972,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-10,2,1544,1545,juiceY,Event
17773,17973,3,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-10,2,1546,1547,food+N,Event
17774,17974,4,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-10,2,1548,1549,juiceN,Event
17775,17975,5,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-10,2,1550,1551,food+N,Event
17776,17976,6,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-10,2,1552,1553,juiceN,Event
17777,17977,7,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-10,2,1554,1555,food+Y,Event
17778,17978,8,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-10,2,1556,1557,juiceY,Event
17779,17979,9,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-10,2,1558,1559,food+Y,Event
17780,17980,10,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-10,2,1560,1561,juiceY,Event
17781,17981,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-10,2,1562,1563,ero,Event
17782,17982,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-10,2,1564,1565,mut,Event
17783,17983,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-10,2,1566,1567,neu,Event
17784,17984,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-10,2,1568,1569,checks,Event
17785,17985,1,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-10,3,1570,1571,food+N,Event
17786,17986,2,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-10,3,1572,1573,juiceN,Event
17787,17987,3,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-10,3,1574,1575,food+Y,Event
17788,17988,4,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-10,3,1576,1577,juiceY,Event
17789,17989,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-10,3,1578,1579,food+Y,Event
17790,17990,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-10,3,1580,1581,juiceY,Event
17791,17991,7,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-10,3,1582,1583,food+N,Event
17792,17992,8,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-10,3,1584,1585,juiceN,Event
17793,17993,9,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-10,3,1586,1587,food+N,Event
17794,17994,10,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-10,3,1588,1589,juiceN,Event
17795,17995,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-10,3,1590,1591,ero,Event
17796,17996,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-10,3,1592,1593,mut,Event
17797,17997,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-10,3,1594,1595,neu,Event
17798,17998,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-10,3,1596,1597,checks,Event
17799,17999,1,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-10,4,1598,1599,food+Y,Event
17800,18000,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-10,4,1600,1601,juiceY,Event
17801,18001,3,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-10,4,1602,1603,food+N,Event
17802,18002,4,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-10,4,1604,1605,juiceN,Event
17803,18003,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-10,4,1606,1607,food+Y,Event
17804,18004,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-10,4,1608,1609,juiceY,Event
17805,18005,7,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-10,4,1610,1611,food+Y,Event
17806,18006,8,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-10,4,1612,1613,juiceY,Event
17807,18007,9,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-10,4,1614,1615,food+Y,Event
17808,18008,10,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-10,4,1616,1617,juiceY,Event
17809,18009,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-10,4,1618,1619,ero,Event
17810,18010,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-10,4,1620,1621,mut,Event
17811,18011,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-10,4,1622,1623,neu,Event
17812,18012,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-10,4,1624,1625,checks,Event
17813,18013,1,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-10,5,1626,1627,food+Y,Event
17814,18014,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-10,5,1628,1629,juiceY,Event
17815,18015,3,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-10,5,1630,1631,food+Y,Event
17816,18016,4,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-10,5,1632,1633,juiceY,Event
17817,18017,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-10,5,1634,1635,food+Y,Event
17818,18018,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-10,5,1636,1637,juiceY,Event
17819,18019,7,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-10,5,1638,1639,food+Y,Event
17820,18020,8,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-10,5,1640,1641,juiceY,Event
17821,18021,9,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-10,5,1642,1643,food+N,Event
17822,18022,10,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-10,5,1644,1645,juiceN,Event
17823,18023,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-10,5,1646,1647,ero,Event
17824,18024,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-10,5,1648,1649,mut,Event
17825,18025,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-10,5,1650,1651,neu,Event
17826,18026,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-10,5,1652,1653,checks,Event
17827,18027,1,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-10,6,1654,1655,food+N,Event
17828,18028,2,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-10,6,1656,1657,juiceN,Event
17829,18029,3,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-10,6,1658,1659,food+N,Event
17830,18030,4,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-10,6,1660,1661,juiceN,Event
17831,18031,5,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-10,6,1662,1663,food+N,Event
17832,18032,6,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-10,6,1664,1665,juiceN,Event
17833,18033,7,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-10,6,1666,1667,food+N,Event
17834,18034,8,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-10,6,1668,1669,juiceN,Event
17835,18035,9,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-10,6,1670,1671,food+N,Event
17836,18036,10,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-10,6,1672,1673,juiceN,Event
17837,18037,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-10,6,1674,1675,ero,Event
17838,18038,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-10,6,1676,1677,mut,Event
17839,18039,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-10,6,1678,1679,neu,Event
17840,18040,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-10,6,1680,1681,checks,Event
17841,18041,1,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-11,1,1682,1683,food+Y,Event
17842,18042,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-11,1,1684,1685,juiceY,Event
17843,18043,3,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-11,1,1686,1687,food+Y,Event
17844,18044,4,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-11,1,1688,1689,juiceY,Event
17845,18045,5,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-11,1,1690,1691,food+N,Event
17846,18046,6,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-11,1,1692,1693,juiceN,Event
17847,18047,7,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-11,1,1694,1695,food+N,Event
17848,18048,8,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-11,1,1696,1697,juiceN,Event
17849,18049,9,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-11,1,1698,1699,food+Y,Event
17850,18050,10,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-11,1,1700,1701,juiceY,Event
17851,18051,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-11,1,1702,1703,ero,Event
17852,18052,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-11,1,1704,1705,mut,Event
17853,18053,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-11,1,1706,1707,neu,Event
17854,18054,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-11,1,1708,1709,checks,Event
17855,18055,1,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-11,2,1710,1711,food+N,Event
17856,18056,2,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-11,2,1712,1713,juiceN,Event
17857,18057,3,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-11,2,1714,1715,food+Y,Event
17858,18058,4,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-11,2,1716,1717,juiceY,Event
17859,18059,5,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-11,2,1718,1719,food+N,Event
17860,18060,6,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-11,2,1720,1721,juiceN,Event
17861,18061,7,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-11,2,1722,1723,food+Y,Event
17862,18062,8,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-11,2,1724,1725,juiceY,Event
17863,18063,9,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-11,2,1726,1727,food+Y,Event
17864,18064,10,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-11,2,1728,1729,juiceY,Event
17865,18065,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-11,2,1730,1731,ero,Event
17866,18066,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-11,2,1732,1733,mut,Event
17867,18067,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-11,2,1734,1735,neu,Event
17868,18068,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-11,2,1736,1737,checks,Event
17869,18069,1,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-11,3,1738,1739,food+Y,Event
17870,18070,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-11,3,1740,1741,juiceY,Event
17871,18071,3,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-11,3,1742,1743,food+Y,Event
17872,18072,4,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-11,3,1744,1745,juiceY,Event
17873,18073,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-11,3,1746,1747,food+Y,Event
17874,18074,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-11,3,1748,1749,juiceY,Event
17875,18075,7,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-11,3,1750,1751,food+N,Event
17876,18076,8,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-11,3,1752,1753,juiceN,Event
17877,18077,9,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-11,3,1754,1755,food+N,Event
17878,18078,10,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-11,3,1756,1757,juiceN,Event
17879,18079,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-11,3,1758,1759,ero,Event
17880,18080,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-11,3,1760,1761,mut,Event
17881,18081,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-11,3,1762,1763,neu,Event
17882,18082,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-11,3,1764,1765,checks,Event
17883,18083,1,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-11,4,1766,1767,food+N,Event
17884,18084,2,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-11,4,1768,1769,juiceN,Event
17885,18085,3,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-11,4,1770,1771,food+N,Event
17886,18086,4,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-11,4,1772,1773,juiceN,Event
17887,18087,5,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-11,4,1774,1775,food+N,Event
17888,18088,6,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-11,4,1776,1777,juiceN,Event
17889,18089,7,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-11,4,1778,1779,food+N,Event
17890,18090,8,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-11,4,1780,1781,juiceN,Event
17891,18091,9,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-11,4,1782,1783,food+N,Event
17892,18092,10,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-11,4,1784,1785,juiceN,Event
17893,18093,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-11,4,1786,1787,ero,Event
17894,18094,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-11,4,1788,1789,mut,Event
17895,18095,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-11,4,1790,1791,neu,Event
17896,18096,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-11,4,1792,1793,checks,Event
17897,18097,1,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-11,5,1794,1795,food+N,Event
17898,18098,2,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-11,5,1796,1797,juiceN,Event
17899,18099,3,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-11,5,1798,1799,food+Y,Event
17900,18100,4,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-11,5,1800,1801,juiceY,Event
17901,18101,5,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-11,5,1802,1803,food+N,Event
17902,18102,6,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-11,5,1804,1805,juiceN,Event
17903,18103,7,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-11,5,1806,1807,food+N,Event
17904,18104,8,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-11,5,1808,1809,juiceN,Event
17905,18105,9,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-11,5,1810,1811,food+N,Event
17906,18106,10,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-11,5,1812,1813,juiceN,Event
17907,18107,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-11,5,1814,1815,ero,Event
17908,18108,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-11,5,1816,1817,mut,Event
17909,18109,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-11,5,1818,1819,neu,Event
17910,18110,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-11,5,1820,1821,checks,Event
17911,18111,1,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-11,6,1822,1823,food+Y,Event
17912,18112,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-11,6,1824,1825,juiceY,Event
17913,18113,3,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-11,6,1826,1827,food+N,Event
17914,18114,4,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-11,6,1828,1829,juiceN,Event
17915,18115,5,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-11,6,1830,1831,food+N,Event
17916,18116,6,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-11,6,1832,1833,juiceN,Event
17917,18117,7,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-11,6,1834,1835,food+Y,Event
17918,18118,8,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-11,6,1836,1837,juiceY,Event
17919,18119,9,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-11,6,1838,1839,food+N,Event
17920,18120,10,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-11,6,1840,1841,juiceN,Event
17921,18121,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-11,6,1842,1843,ero,Event
17922,18122,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-11,6,1844,1845,mut,Event
17923,18123,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-11,6,1846,1847,neu,Event
17924,18124,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-11,6,1848,1849,checks,Event
17925,18125,1,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-12,1,1850,1851,food+Y,Event
17926,18126,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-12,1,1852,1853,juiceY,Event
17927,18127,3,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-12,1,1854,1855,food+N,Event
17928,18128,4,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-12,1,1856,1857,juiceN,Event
17929,18129,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-12,1,1858,1859,food+Y,Event
17930,18130,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-12,1,1860,1861,juiceY,Event
17931,18131,7,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-12,1,1862,1863,food+Y,Event
17932,18132,8,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-12,1,1864,1865,juiceY,Event
17933,18133,9,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-12,1,1866,1867,food+N,Event
17934,18134,10,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-12,1,1868,1869,juiceN,Event
17935,18135,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-12,1,1870,1871,ero,Event
17936,18136,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-12,1,1872,1873,mut,Event
17937,18137,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-12,1,1874,1875,neu,Event
17938,18138,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-12,1,1876,1877,checks,Event
17939,18139,1,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-12,2,1878,1879,food+Y,Event
17940,18140,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-12,2,1880,1881,juiceY,Event
17941,18141,3,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-12,2,1882,1883,food+N,Event
17942,18142,4,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-12,2,1884,1885,juiceN,Event
17943,18143,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-12,2,1886,1887,food+Y,Event
17944,18144,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-12,2,1888,1889,juiceY,Event
17945,18145,7,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-12,2,1890,1891,food+N,Event
17946,18146,8,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-12,2,1892,1893,juiceN,Event
17947,18147,9,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-12,2,1894,1895,food+Y,Event
17948,18148,10,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-12,2,1896,1897,juiceY,Event
17949,18149,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-12,2,1898,1899,ero,Event
17950,18150,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-12,2,1900,1901,mut,Event
17951,18151,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-12,2,1902,1903,neu,Event
17952,18152,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-12,2,1904,1905,checks,Event
17953,18153,1,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-12,3,1906,1907,food+Y,Event
17954,18154,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-12,3,1908,1909,juiceY,Event
17955,18155,3,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-12,3,1910,1911,food+Y,Event
17956,18156,4,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-12,3,1912,1913,juiceY,Event
17957,18157,5,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-12,3,1914,1915,food+N,Event
17958,18158,6,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-12,3,1916,1917,juiceN,Event
17959,18159,7,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-12,3,1918,1919,food+N,Event
17960,18160,8,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-12,3,1920,1921,juiceN,Event
17961,18161,9,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-12,3,1922,1923,food+N,Event
17962,18162,10,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-12,3,1924,1925,juiceN,Event
17963,18163,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-12,3,1926,1927,ero,Event
17964,18164,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-12,3,1928,1929,mut,Event
17965,18165,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-12,3,1930,1931,neu,Event
17966,18166,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-12,3,1932,1933,checks,Event
17967,18167,1,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-12,4,1934,1935,food+Y,Event
17968,18168,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-12,4,1936,1937,juiceY,Event
17969,18169,3,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-12,4,1938,1939,food+N,Event
17970,18170,4,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-12,4,1940,1941,juiceN,Event
17971,18171,5,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-12,4,1942,1943,food+N,Event
17972,18172,6,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-12,4,1944,1945,juiceN,Event
17973,18173,7,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-12,4,1946,1947,food+Y,Event
17974,18174,8,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-12,4,1948,1949,juiceY,Event
17975,18175,9,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-12,4,1950,1951,food+N,Event
17976,18176,10,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-12,4,1952,1953,juiceN,Event
17977,18177,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-12,4,1954,1955,ero,Event
17978,18178,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-12,4,1956,1957,mut,Event
17979,18179,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-12,4,1958,1959,neu,Event
17980,18180,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-12,4,1960,1961,checks,Event
17981,18181,1,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-12,5,1962,1963,food+N,Event
17982,18182,2,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-12,5,1964,1965,juiceN,Event
17983,18183,3,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-12,5,1966,1967,food+N,Event
17984,18184,4,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-12,5,1968,1969,juiceN,Event
17985,18185,5,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-12,5,1970,1971,food+N,Event
17986,18186,6,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-12,5,1972,1973,juiceN,Event
17987,18187,7,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-12,5,1974,1975,food+N,Event
17988,18188,8,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-12,5,1976,1977,juiceN,Event
17989,18189,9,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-12,5,1978,1979,food+Y,Event
17990,18190,10,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-12,5,1980,1981,juiceY,Event
17991,18191,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-12,5,1982,1983,ero,Event
17992,18192,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-12,5,1984,1985,mut,Event
17993,18193,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-12,5,1986,1987,neu,Event
17994,18194,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-12,5,1988,1989,checks,Event
17995,18195,1,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-12,6,1990,1991,food+Y,Event
17996,18196,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-12,6,1992,1993,juiceY,Event
17997,18197,3,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-12,6,1994,1995,food+Y,Event
17998,18198,4,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-12,6,1996,1997,juiceY,Event
